Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
ST1E,G300,P92447-24,,1/3/2018 8:39,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/19/2018 13:15,0.012,0.012,+/- 0.002,0.002,0.004,0.002,mg/L,PMR,,1/3/2018 11:52,63767024,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,Gates open 0.5 ft.  Flow is from South to North.,GATES OPEN WITH REVERSE FLOW. PER TECHNICAL OVERSIGHT COMMITTEE WEEKLY COLLECTION MUST OCCUR WHEN FLOWING.
ST1E,G300,P92447-24,,1/3/2018 8:39,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/3/2018 15:04,0.004,0.004,+/- 0.002,0.002,0.008,0.002,mg/L,"I,PMR",,1/3/2018 11:52,63767024,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,Gates open 0.5 ft.  Flow is from South to North.,GATES OPEN WITH REVERSE FLOW. PER TECHNICAL OVERSIGHT COMMITTEE WEEKLY COLLECTION MUST OCCUR WHEN FLOWING.
ST1E,G300,P92450-26,,1/10/2018 10:32,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/22/2018 12:11,0.011,0.011,+/- 0.002,0.002,0.004,0.002,mg/L,PMR,,1/10/2018 14:59,63765026,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,Both gates open 0.5 ft. Flow direction is South to North.,Gates open with reverse flow. Per technical oversight committee weekly collection must occur when flowing.
ST1E,G300,P92450-26,,1/10/2018 10:32,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/11/2018 13:06,0.02,0.02,+/- 0.002,0.002,0.004,0.002,mg/L,PMR,,1/10/2018 14:59,63765026,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,Both gates open 0.5 ft. Flow direction is South to North.,Gates open with reverse flow. Per technical oversight committee weekly collection must occur when flowing.
ST1E,G300,P92450-26,,1/10/2018 10:32,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/11/2018 10:25,0.004,0.004,+/- 0.002,0.002,0.008,0.002,mg/L,"I,PMR",,1/10/2018 14:59,63765026,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,Both gates open 0.5 ft. Flow direction is South to North.,"Analyte was detected at or above the method detection limit in both the sample and the associated field blank, equipment blank, or trip blank, and the blank value was greater than 10% of the associated sample value. Gates open with reverse flow. Per technical oversight committee weekly collection must occur when flowing."
ST1E,G300,P92448-24,,1/17/2018 9:16,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/29/2018 12:16,0.014,0.014,+/- 0.002,0.002,0.004,0.002,mg/L,PMR,,1/17/2018 14:12,63768024,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,"Sample area clear. Gates closed, no flow observed. Light suspended particulates observed in sample.",Gates open with reverse flow. Per technical
ST1E,G300,P92448-24,,1/17/2018 9:16,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/18/2018 12:39,0.03,0.03,+/- 0.003,0.002,0.004,0.002,mg/L,PMR,,1/17/2018 14:12,63768024,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,"Sample area clear. Gates closed, no flow observed. Light suspended particulates observed in sample.",Gates open with reverse flow. Per technical
ST1E,G300,P92448-24,,1/17/2018 9:16,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/18/2018 14:11,0.006,0.006,+/- 0.002,0.002,0.008,0.002,mg/L,"I,PMR",,1/17/2018 14:12,63768024,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,0,1,0,MON,3,"Sample area clear. Gates closed, no flow observed. Light suspended particulates observed in sample.",Gates open with reverse flow. Per technical
ST1W,G301,P76314-9,,1/5/2015 9:21,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/6/2015 12:22,0.043,0.043,+/- 0.003,0.002,0.008,0.002,mg/L,,,1/5/2015 12:44,49666008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P76314-9,,1/5/2015 9:21,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/7/2015 7:55,0.074,0.074,+/- 0.005,0.002,0.004,0.002,mg/L,,,1/5/2015 12:44,49666008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P76314-9,,1/5/2015 9:21,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/9/2015 11:58,0.052,0.052,+/- 0.004,0.002,0.004,0.002,mg/L,,,1/5/2015 12:44,49666008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P76318-8,,1/12/2015 9:27,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/14/2015 13:00,0.022,0.022,+/- 0.002,0.002,0.004,0.002,mg/L,,,1/12/2015 13:31,49670008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,0,4,MON,3,Gates closed. Moderate fine particulates in sample.,
ST1W,G301,P76318-8,,1/12/2015 9:27,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/13/2015 14:19,0.012,0.012,+/- 0.002,0.002,0.008,0.002,mg/L,,,1/12/2015 13:31,49670008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,0,4,MON,3,Gates closed. Moderate fine particulates in sample.,
ST1W,G301,P76318-8,,1/12/2015 9:27,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/13/2015 13:13,0.047,0.047,+/- 0.003,0.002,0.004,0.002,mg/L,,,1/12/2015 13:31,49670008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,0,4,MON,3,Gates closed. Moderate fine particulates in sample.,
ST1W,G301,P75231-10,,1/20/2015 9:30,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/21/2015 11:18,0.003,0.003,+/- 0.002,0.002,0.008,0.002,mg/L,I,,1/20/2015 12:58,48944010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,4,MON,3,Moderate fine particulates noticed in filter.,
ST1W,G301,P75231-10,,1/20/2015 9:30,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/27/2015 12:10,0.015,0.015,+/- 0.002,0.002,0.004,0.002,mg/L,,,1/20/2015 12:58,48944010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,4,MON,3,Moderate fine particulates noticed in filter.,
ST1W,G301,P75231-10,,1/20/2015 9:30,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/21/2015 11:26,0.037,0.037,+/- 0.003,0.002,0.004,0.002,mg/L,,,1/20/2015 12:58,48944010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,4,MON,3,Moderate fine particulates noticed in filter.,
ST1W,G301,P75413-9,,1/26/2015 10:07,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,1/27/2015 12:12,0.025,0.025,+/- 0.002,0.002,0.008,0.002,mg/L,,,1/26/2015 15:03,49134009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,5,MON,3,,
ST1W,G301,P75413-9,,1/26/2015 10:07,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/27/2015 14:41,0.062,0.062,+/- 0.004,0.002,0.004,0.002,mg/L,,,1/26/2015 15:03,49134009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,5,MON,3,,
ST1W,G301,P75413-9,,1/26/2015 10:07,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,1/29/2015 11:51,0.035,0.035,+/- 0.003,0.002,0.004,0.002,mg/L,,,1/26/2015 15:03,49134009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,5,MON,3,,
ST1W,G301,P75409-10,,2/2/2015 9:36,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,2/4/2015 12:33,0.059,0.059,+/- 0.004,0.002,0.004,0.002,mg/L,,,2/2/2015 14:38,49130009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed. 3 filters used during processing. Fine dark particulates noticed in filter during processing,
ST1W,G301,P75409-10,,2/2/2015 9:36,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,2/3/2015 13:07,0.05,0.05,+/- 0.004,0.002,0.008,0.002,mg/L,,,2/2/2015 14:38,49130009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed. 3 filters used during processing. Fine dark particulates noticed in filter during processing,
ST1W,G301,P75409-10,,2/2/2015 9:36,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,2/3/2015 11:19,0.112,0.112,+/- 0.007,0.002,0.004,0.002,mg/L,,,2/2/2015 14:38,49130009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,Gates closed. 3 filters used during processing. Fine dark particulates noticed in filter during processing,
ST1W,G301,P75414-9,,2/9/2015 10:10,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,2/10/2015 10:51,0.064,0.064,+/- 0.004,0.002,0.008,0.002,mg/L,,,2/9/2015 15:19,49135009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed. . Two filters used during sample processing due to heavy suspended solids present.,
ST1W,G301,P75414-9,,2/9/2015 10:10,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,2/13/2015 10:46,0.076,0.076,+/- 0.005,0.002,0.004,0.002,mg/L,,,2/9/2015 15:19,49135009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed. . Two filters used during sample processing due to heavy suspended solids present.,
ST1W,G301,P75414-9,,2/9/2015 10:10,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,2/10/2015 11:32,0.137,0.137,+/- 0.008,0.002,0.004,0.002,mg/L,,,2/9/2015 15:19,49135009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed. . Two filters used during sample processing due to heavy suspended solids present.,
ST1W,G301,P75410-10,,2/16/2015 10:49,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,2/18/2015 10:28,0.118,0.118,+/- 0.007,0.002,0.004,0.002,mg/L,,,2/16/2015 15:55,49131009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gate is closed.,
ST1W,G301,P75410-10,,2/16/2015 10:49,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,2/17/2015 13:03,0.078,0.078,+/- 0.005,0.002,0.008,0.002,mg/L,,,2/16/2015 15:55,49131009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gate is closed.,
ST1W,G301,P75410-10,,2/16/2015 10:49,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,2/20/2015 9:42,0.089,0.089,+/- 0.006,0.002,0.004,0.002,mg/L,,,2/16/2015 15:55,49131009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gate is closed.,
ST1W,G301,P77024-9,,2/23/2015 9:49,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,2/24/2015 15:37,0.068,0.068,+/- 0.004,0.002,0.008,0.002,mg/L,,,2/23/2015 14:04,50365009,WMD,WMD,WMD,2,WMD,PD,CA,,,,,,0,,2,1,3,MON,3,,
ST1W,G301,P77024-9,,2/23/2015 9:49,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,2/26/2015 11:14,0.078,0.078,+/- 0.005,0.002,0.004,0.002,mg/L,,,2/23/2015 14:04,50365009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,,
ST1W,G301,P77024-9,,2/23/2015 9:49,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,2/24/2015 11:23,0.13,0.13,+/- 0.008,0.002,0.004,0.002,mg/L,,,2/23/2015 14:04,50365009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,,
ST1W,G301,P77027-10,,3/2/2015 10:18,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/3/2015 11:03,0.13,0.13,+/- 0.008,0.002,0.004,0.002,mg/L,,,3/2/2015 13:41,50362009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates are closed. Two filters used during sample processing.,
ST1W,G301,P77027-10,,3/2/2015 10:18,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,3/5/2015 11:43,0.066,0.066,+/- 0.004,0.002,0.004,0.002,mg/L,,,3/2/2015 13:41,50362009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates are closed. Two filters used during sample processing.,
ST1W,G301,P77027-10,,3/2/2015 10:18,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,3/3/2015 13:24,0.058,0.058,+/- 0.004,0.002,0.008,0.002,mg/L,,,3/2/2015 13:41,50362009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates are closed. Two filters used during sample processing.,
ST1W,G301,P77025-9,,3/9/2015 10:00,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,3/10/2015 13:18,0.065,0.065,+/- 0.004,0.002,0.008,0.002,mg/L,,,3/9/2015 14:13,50366009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates closed. Some dying vegetation in the sampling area.,
ST1W,G301,P77025-9,,3/9/2015 10:00,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/10/2015 14:23,0.099,0.099,+/- 0.006,0.002,0.004,0.002,mg/L,,,3/9/2015 14:13,50366009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates closed. Some dying vegetation in the sampling area.,
ST1W,G301,P77025-9,,3/9/2015 10:00,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,3/17/2015 12:09,0.075,0.075,+/- 0.005,0.002,0.004,0.002,mg/L,,,3/9/2015 14:13,50366009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates closed. Some dying vegetation in the sampling area.,
ST1W,G301,P77028-10,,3/16/2015 9:06,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/18/2015 13:38,0.1,0.1,+/- 0.006,0.002,0.004,0.002,mg/L,,,3/16/2015 12:47,50363009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P77028-10,,3/16/2015 9:06,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,3/17/2015 12:25,0.065,0.065,+/- 0.004,0.002,0.008,0.002,mg/L,,,3/16/2015 12:47,50363009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P77028-10,,3/16/2015 9:06,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,3/19/2015 13:00,0.074,0.074,+/- 0.005,0.002,0.004,0.002,mg/L,,,3/16/2015 12:47,50363009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P77026-9,,3/23/2015 9:49,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/24/2015 15:11,0.106,0.106,+/- 0.007,0.002,0.004,0.002,mg/L,,,3/23/2015 14:52,50367009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G301,P77026-9,,3/23/2015 9:49,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,3/25/2015 12:25,0.075,0.075,+/- 0.005,0.002,0.004,0.002,mg/L,,,3/23/2015 14:52,50367009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G301,P77026-9,,3/23/2015 9:49,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,3/24/2015 14:24,0.066,0.066,+/- 0.004,0.002,0.008,0.002,mg/L,,,3/23/2015 14:52,50367009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G301,P77029-10,,3/30/2015 10:12,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,3/31/2015 12:04,0.057,0.057,+/- 0.004,0.002,0.008,0.002,mg/L,,,3/30/2015 14:16,50364009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G301,P77029-10,,3/30/2015 10:12,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/31/2015 10:50,0.117,0.117,+/- 0.007,0.002,0.004,0.002,mg/L,,,3/30/2015 14:16,50364009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G301,P77029-10,,3/30/2015 10:12,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,4/3/2015 9:45,0.067,0.067,+/- 0.004,0.002,0.004,0.002,mg/L,,,3/30/2015 14:16,50364009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,,
ST1W,G301,P76968-10,,4/6/2015 10:09,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,4/7/2015 12:34,0.01,0.01,+/- 0.002,0.002,0.008,0.002,mg/L,,,4/6/2015 15:54,50309010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,,
ST1W,G301,P76968-10,,4/6/2015 10:09,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,4/7/2015 14:53,0.084,0.084,+/- 0.005,0.002,0.004,0.002,mg/L,,,4/6/2015 15:54,50309010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,,
ST1W,G301,P76968-10,,4/6/2015 10:09,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,4/13/2015 11:29,0.022,0.022,+/- 0.002,0.002,0.004,0.002,mg/L,,,4/6/2015 15:54,50309010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,,
ST1W,G301,P77930-9,,4/13/2015 11:34,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,4/14/2015 11:34,0.086,0.086,+/- 0.006,0.002,0.004,0.002,mg/L,,,4/13/2015 15:44,51220008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates are closed.,
ST1W,G301,P77930-9,,4/13/2015 11:34,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,4/14/2015 14:07,0.01,0.01,+/- 0.002,0.002,0.008,0.002,mg/L,,,4/13/2015 15:44,51220008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates are closed.,
ST1W,G301,P77930-9,,4/13/2015 11:34,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,4/16/2015 8:27,0.022,0.022,+/- 0.002,0.002,0.004,0.002,mg/L,,,4/13/2015 15:44,51220008,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates are closed.,
ST1W,G301,P78155-10,,4/20/2015 10:24,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,4/21/2015 14:48,0.12,0.12,+/- 0.007,0.002,0.008,0.002,mg/L,,,4/20/2015 15:16,51394010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed.,
ST1W,G301,P78155-10,,4/20/2015 10:24,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,4/21/2015 15:00,0.158,0.158,+/- 0.010,0.002,0.004,0.002,mg/L,,,4/20/2015 15:16,51394010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed.,
ST1W,G301,P78155-10,,4/20/2015 10:24,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,4/28/2015 9:24,0.137,0.137,+/- 0.008,0.002,0.004,0.002,mg/L,,,4/20/2015 15:16,51394010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed.,
ST1W,G301,P78250-9,,4/27/2015 10:14,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,4/28/2015 14:22,0.095,0.095,+/- 0.006,0.002,0.008,0.002,mg/L,,,4/27/2015 14:23,51481009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed.,
ST1W,G301,P78250-9,,4/27/2015 10:14,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,5/4/2015 9:51,0.104,0.104,+/- 0.007,0.002,0.004,0.002,mg/L,,,4/27/2015 14:23,51481009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed.,
ST1W,G301,P78250-9,,4/27/2015 10:14,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,4/29/2015 8:30,0.128,0.128,+/- 0.008,0.002,0.004,0.002,mg/L,,,4/27/2015 14:23,51481009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,Gates are closed.,
ST1W,G301,P78156-10,,5/4/2015 9:54,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,5/5/2015 13:37,0.071,0.071,+/- 0.004,0.002,0.008,0.002,mg/L,,,5/4/2015 14:51,51395010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates closed.,
ST1W,G301,P78156-10,,5/4/2015 9:54,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,5/5/2015 12:21,0.111,0.111,+/- 0.008,0.002,0.004,0.002,mg/L,,,5/4/2015 14:51,51395010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates closed.,
ST1W,G301,P78156-10,,5/4/2015 9:54,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,5/6/2015 13:20,0.081,0.081,+/- 0.005,0.002,0.004,0.002,mg/L,,,5/4/2015 14:51,51395010,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,2,MON,3,Gates closed.,
ST1W,G301,P78252-9,,5/11/2015 9:39,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,5/12/2015 14:55,0.058,0.058,+/- 0.004,0.002,0.008,0.002,mg/L,,,5/11/2015 14:24,51482009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P78252-9,,5/11/2015 9:39,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,5/13/2015 14:11,0.068,0.068,+/- 0.005,0.002,0.004,0.002,mg/L,,,5/11/2015 14:24,51482009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P78252-9,,5/11/2015 9:39,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,5/12/2015 11:45,0.11,0.11,+/- 0.008,0.002,0.004,0.002,mg/L,,,5/11/2015 14:24,51482009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,1,MON,3,,
ST1W,G301,P78448-10,,5/18/2015 10:34,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,5/19/2015 12:11,0.055,0.055,+/- 0.004,0.002,0.008,0.002,mg/L,,,5/18/2015 15:37,51648009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,"gate closed, no flow",
ST1W,G301,P78448-10,,5/18/2015 10:34,SAMP,G,0.5,m,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,5/19/2015 12:17,0.105,0.105,+/- 0.007,0.002,0.004,0.002,mg/L,,,5/18/2015 15:37,51648009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,"gate closed, no flow",
ST1W,G301,P78448-10,,5/18/2015 10:34,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,5/27/2015 9:07,0.067,0.067,+/- 0.004,0.002,0.004,0.002,mg/L,,,5/18/2015 15:37,51648009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,"gate closed, no flow",
ST1W,G301,P78444-9,,5/26/2015 11:02,SAMP,G,0.5,m,SW,23,"PHOSPHATE, ORTHO AS P",671,SM4500PF,5/27/2015 15:05,0.04,0.04,+/- 0.003,0.002,0.008,0.002,mg/L,,,5/26/2015 16:03,51641009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,gates closed no flow,
ST1W,G301,P78444-9,,5/26/2015 11:02,SAMP,G,0.5,m,SW,26,"PHOSPHATE, DISSOLVED AS P",666,SM4500PF,6/9/2015 9:23,0.054,0.054,+/- 0.004,0.002,0.004,0.002,mg/L,,,5/26/2015 16:03,51641009,WMD,WMD,WMD,2,WMD,PD,NO,,,,,,0,,2,1,3,MON,3,gates closed no flow,
